feature_set,removed_feature_group,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__colsample_bytree,param_model__learning_rate,param_model__max_depth,param_model__min_child_weight,param_model__n_estimators,param_model__subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
Without funding scale,funding scale,0.6354042053222656,0.017419465442864476,0.04005928039550781,0.01725314189007412,0.7,0.1,5,5,500,0.7,"{'model__colsample_bytree': 0.7, 'model__learning_rate': 0.1, 'model__max_depth': 5, 'model__min_child_weight': 5, 'model__n_estimators': 500, 'model__subsample': 0.7}",0.7297297297297297,0.7048872180451128,0.732421875,0.7353497164461248,0.7185978578383642,0.7241972794118664,0.011196971223118005,291,0.8029090909090909,0.8087986463620981,0.7996104212320428,0.8007727602028496,0.8027243979567016,0.8029630633325567,0.0031670661607532268
Without funding scale,funding scale,0.5884933471679688,0.02528031118053707,0.048476219177246094,0.017796433710232436,0.7,0.1,5,5,500,1.0,"{'model__colsample_bytree': 0.7, 'model__learning_rate': 0.1, 'model__max_depth': 5, 'model__min_child_weight': 5, 'model__n_estimators': 500, 'model__subsample': 1.0}",0.7233626588465298,0.71939736346516,0.7302823758519961,0.7398297067171239,0.7237728585178056,0.7273289926797231,0.007159315049057905,261,0.7947342759629449,0.8036750483558994,0.7992125984251969,0.7949770586814779,0.7906302825404492,0.7966458527931936,0.004441257899044256
Without funding scale,funding scale,0.26378979682922366,0.013680407800246352,0.02398366928100586,0.0030086395086400667,0.7,0.1,7,1,100,0.7,"{'model__colsample_bytree': 0.7, 'model__learning_rate': 0.1, 'model__max_depth': 7, 'model__min_child_weight': 1, 'model__n_estimators': 100, 'model__subsample': 0.7}",0.7290076335877863,0.7276154571159283,0.7337164750957854,0.7271010387157696,0.7263969171483622,0.7287675043327264,0.0026181664467199864,250,0.8018278018278018,0.8102862688015526,0.8022433552792002,0.8003885381253035,0.8036750483558994,0.8036842024779514,0.003463265253731486
Without funding scale,funding scale,0.24132246971130372,0.010649302034249842,0.025064945220947266,0.003279653379456373,0.7,0.1,7,1,100,1.0,"{'model__colsample_bytree': 0.7, 'model__learning_rate': 0.1, 'model__max_depth': 7, 'model__min_child_weight': 1, 'model__n_estimators': 100, 'model__subsample': 1.0}",0.7312859884836852,0.730188679245283,0.7263875365141188,0.7384324834749764,0.7185398655139289,0.7289669106463984,0.006509137432971556,245,0.7944740668928745,0.8096735187424425,0.8031265266243283,0.8008699855002417,0.8002901353965184,0.8016868466312811,0.00490921309028379
Without funding scale,funding scale,0.6916774272918701,0.02855154265622836,0.028736019134521486,0.0029829083924132484,0.7,0.1,7,1,300,0.7,"{'model__colsample_bytree': 0.7, 'model__learning_rate': 0.1, 'model__max_depth': 7, 'model__min_child_weight': 1, 'model__n_estimators': 300, 'model__subsample': 0.7}",0.7222222222222222,0.7138810198300283,0.7225433526011561,0.7332053742802304,0.7131782945736435,0.721006052701456,0.007276066203570021,311,0.8478632478632478,0.8545587875824981,0.8438880706921944,0.8450357230845036,0.8440009734728644,0.8470693605390617,0.004009814461962799
Without funding scale,funding scale,0.6323808193206787,0.09000152061570603,0.037500190734863284,0.0113319444315661,0.7,0.1,7,1,300,1.0,"{'model__colsample_bytree': 0.7, 'model__learning_rate': 0.1, 'model__max_depth': 7, 'model__min_child_weight': 1, 'model__n_estimators': 300, 'model__subsample': 1.0}",0.7325023969319271,0.7180952380952381,0.7217898832684825,0.7272727272727273,0.7199230028873917,0.7239166496911534,0.005279005504730014,293,0.8304836345872008,0.8417459156303341,0.8381374722838137,0.8357771260997068,0.8346418056918548,0.8361571908585821,0.0037359186631006408
Without funding scale,funding scale,1.2356156349182128,0.039464396369713724,0.05582718849182129,0.0056793947210457265,0.7,0.1,7,1,500,0.7,"{'model__colsample_bytree': 0.7, 'model__learning_rate': 0.1, 'model__max_depth': 7, 'model__min_child_weight': 1, 'model__n_estimators': 500, 'model__subsample': 0.7}",0.7302504816955684,0.7026515151515151,0.7171620325982742,0.7334593572778828,0.7099236641221374,0.7186894101690756,0.01173196466952689,315,0.8694798822374877,0.8688444661140907,0.8624169333005168,0.864957264957265,0.8655400440852314,0.8662477181389183,0.0026088683088676796
Without funding scale,funding scale,0.9658843994140625,0.10100082345153442,0.04526543617248535,0.007260639853492763,0.7,0.1,7,1,500,1.0,"{'model__colsample_bytree': 0.7, 'model__learning_rate': 0.1, 'model__max_depth': 7, 'model__min_child_weight': 1, 'model__n_estimators': 500, 'model__subsample': 1.0}",0.7295476419634264,0.7130600571973308,0.7189922480620154,0.7209971236816874,0.717201166180758,0.7199596474170435,0.005461783991777232,312,0.8507905138339921,0.8614103819784525,0.8595408541100963,0.8549504950495049,0.8551690106094251,0.8563722511162941,0.003742934053280348
Without funding scale,funding scale,0.23247261047363282,0.013442695301096255,0.023530340194702147,0.005344914463702097,0.7,0.1,7,3,100,0.7,"{'model__colsample_bytree': 0.7, 'model__learning_rate': 0.1, 'model__max_depth': 7, 'model__min_child_weight': 3, 'model__n_estimators': 100, 'model__subsample': 0.7}",0.7375478927203065,0.7176581680830972,0.7341040462427746,0.7302192564346998,0.7249757045675413,0.7289010136096838,0.007005532923217906,247,0.7865868263473054,0.7962382445141066,0.7886435331230284,0.7871930669234473,0.7916464303059738,0.7900616202427724,0.0035489737155022637
Without funding scale,funding scale,0.23535943031311035,0.017330903078804867,0.026468181610107423,0.00529155176941924,0.7,0.1,7,3,100,1.0,"{'model__colsample_bytree': 0.7, 'model__learning_rate': 0.1, 'model__max_depth': 7, 'model__min_child_weight': 3, 'model__n_estimators': 100, 'model__subsample': 1.0}",0.735632183908046,0.7265774378585086,0.7325581395348837,0.7377358490566037,0.7283126787416587,0.7321632578199402,0.004225434811805843,177,0.7863206403104536,0.7954157522555474,0.7913213066796685,0.7907542579075426,0.7908543922984356,0.7909332698903295,0.0028829789909050885
Without funding scale,funding scale,0.5799958229064941,0.044170496749469414,0.03519139289855957,0.005777534444496597,0.7,0.1,7,3,300,0.7,"{'model__colsample_bytree': 0.7, 'model__learning_rate': 0.1, 'model__max_depth': 7, 'model__min_child_weight': 3, 'model__n_estimators': 300, 'model__subsample': 0.7}",0.7308066083576288,0.704438149197356,0.7308066083576288,0.7360454115421002,0.7170923379174853,0.7238378230744398,0.011558564524905668,294,0.817714705162711,0.8276363636363636,0.8124383020730503,0.8174969623329283,0.8212983223924143,0.8193169311194936,0.005026605628819369
Without funding scale,funding scale,0.570812177658081,0.07552632977786912,0.0465883731842041,0.012987689976951797,0.7,0.1,7,3,300,1.0,"{'model__colsample_bytree': 0.7, 'model__learning_rate': 0.1, 'model__max_depth': 7, 'model__min_child_weight': 3, 'model__n_estimators': 300, 'model__subsample': 1.0}",0.7293889427740058,0.7167300380228137,0.7300672430355427,0.7253588516746412,0.7158098933074685,0.7234709937628945,0.0061029431742041906,298,0.8109037328094303,0.8247623689982939,0.8158542589857213,0.8151404151404151,0.8097442143727162,0.8152809980613153,0.005292659278460685
Without funding scale,funding scale,1.0692265987396241,0.042720861714837875,0.05217466354370117,0.008225750091660041,0.7,0.1,7,3,500,0.7,"{'model__colsample_bytree': 0.7, 'model__learning_rate': 0.1, 'model__max_depth': 7, 'model__min_child_weight': 3, 'model__n_estimators': 500, 'model__subsample': 0.7}",0.7263875365141188,0.6949952785646837,0.7203883495145631,0.7296786389413988,0.7186897880539499,0.7180279183177429,0.01218305961913093,317,0.8397435897435898,0.8444987775061125,0.8346883468834688,0.8384407943123314,0.8352713178294574,0.838528565254992,0.00353509152644829
Without funding scale,funding scale,0.8357489109039307,0.05554544914829208,0.03941411972045898,0.005399580565096271,0.7,0.1,7,3,500,1.0,"{'model__colsample_bytree': 0.7, 'model__learning_rate': 0.1, 'model__max_depth': 7, 'model__min_child_weight': 3, 'model__n_estimators': 500, 'model__subsample': 1.0}",0.7135874877810362,0.7005758157389635,0.7295476419634264,0.730732635585157,0.7212475633528265,0.719138228884282,0.011158936758226568,314,0.82439744220364,0.8346803820720059,0.8290998766954377,0.8280598479273976,0.8213502315378991,0.8275175560872761,0.004513865256708554
Without funding scale,funding scale,0.20422463417053222,0.010198447401404838,0.02196497917175293,0.004439451873694807,0.7,0.1,7,5,100,0.7,"{'model__colsample_bytree': 0.7, 'model__learning_rate': 0.1, 'model__max_depth': 7, 'model__min_child_weight': 5, 'model__n_estimators': 100, 'model__subsample': 0.7}",0.7370441458733206,0.7252336448598131,0.7423664122137404,0.7393364928909952,0.7163601161665053,0.7320681624008749,0.00976827861355341,183,0.7732181425485961,0.7861936720997124,0.7829848594087959,0.77462758289284,0.7794896485315359,0.779302781096296,0.004898107868482564
Without funding scale,funding scale,0.20007505416870117,0.019770480785739623,0.021062612533569336,0.003932029652067082,0.7,0.1,7,5,100,1.0,"{'model__colsample_bytree': 0.7, 'model__learning_rate': 0.1, 'model__max_depth': 7, 'model__min_child_weight': 5, 'model__n_estimators': 100, 'model__subsample': 1.0}",0.7311004784688995,0.7318908748824082,0.7458937198067633,0.7383444338725024,0.7304015296367112,0.735526207333457,0.005907499559327813,80,0.772825825102385,0.7858347386172007,0.7755799755799756,0.7791203479942,0.7840690978886756,0.7794859970364874,0.004920567571178512
Without funding scale,funding scale,0.6000820159912109,0.05469832785669156,0.07998323440551758,0.04743652121593851,0.7,0.1,7,5,300,0.7,"{'model__colsample_bytree': 0.7, 'model__learning_rate': 0.1, 'model__max_depth': 7, 'model__min_child_weight': 5, 'model__n_estimators': 300, 'model__subsample': 0.7}",0.7262135922330097,0.7032136105860114,0.7390882638215325,0.7406015037593985,0.7274490785645005,0.7273132097928905,0.013395887092321099,262,0.8040589514375454,0.8126815101645692,0.8027177869449162,0.8035931051226026,0.8065923412506059,0.8059287389840477,0.003613911747291292
Without funding scale,funding scale,0.5837479591369629,0.02087075855375542,0.037033796310424805,0.006070474214845108,0.7,0.1,7,5,300,1.0,"{'model__colsample_bytree': 0.7, 'model__learning_rate': 0.1, 'model__max_depth': 7, 'model__min_child_weight': 5, 'model__n_estimators': 300, 'model__subsample': 1.0}",0.7269193391642371,0.720754716981132,0.7196078431372549,0.7352380952380952,0.7239382239382239,0.7252916436917886,0.00559110594900474,286,0.7934967240960932,0.808252427184466,0.8045353709637664,0.8009708737864077,0.796022313849139,0.8006555419759744,0.005395936402679076
Without funding scale,funding scale,1.0373114109039308,0.03940339540104242,0.09262251853942871,0.04981506169427828,0.7,0.1,7,5,500,0.7,"{'model__colsample_bytree': 0.7, 'model__learning_rate': 0.1, 'model__max_depth': 7, 'model__min_child_weight': 5, 'model__n_estimators': 500, 'model__subsample': 0.7}",0.7270955165692008,0.6886792452830188,0.7281553398058253,0.7355450236966825,0.7106796116504854,0.7180309474010425,0.01677484520824238,316,0.8241623868916605,0.8278888347147733,0.8169838945827232,0.8187134502923976,0.8233583716985704,0.822221387636025,0.0039221709587796355
Without funding scale,funding scale,1.4594608306884767,0.4353864782208612,0.09614295959472656,0.06594422203445989,0.7,0.1,7,5,500,1.0,"{'model__colsample_bytree': 0.7, 'model__learning_rate': 0.1, 'model__max_depth': 7, 'model__min_child_weight': 5, 'model__n_estimators': 500, 'model__subsample': 1.0}",0.7251461988304093,0.7082152974504249,0.7274509803921568,0.7354345749761223,0.7221684414327202,0.7236830986163667,0.008899234250649217,295,0.8064674179323861,0.8161282487247996,0.8119891008174387,0.8113115553388591,0.8078144078144078,0.8107421461255783,0.003398063472315608
Without funding scale,funding scale,0.31459794044494627,0.03150892464491362,0.02376399040222168,0.0029600905466597724,1.0,0.01,3,1,100,0.7,"{'model__colsample_bytree': 1.0, 'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__min_child_weight': 1, 'model__n_estimators': 100, 'model__subsample': 0.7}",0.7465690759377859,0.7382671480144405,0.7458866544789763,0.738073807380738,0.7362736273627363,0.7410140626349354,0.004318858449532541,22,0.748460661345496,0.7489226581991382,0.7469276285844333,0.746606334841629,0.7471681014952424,0.7476170768931877,0.0009071598147864943
Without funding scale,funding scale,0.27178354263305665,0.08051517195586888,0.05647983551025391,0.020261582896403257,1.0,0.01,3,1,100,1.0,"{'model__colsample_bytree': 1.0, 'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__min_child_weight': 1, 'model__n_estimators': 100, 'model__subsample': 1.0}",0.7429094236047575,0.7382671480144405,0.7522768670309654,0.7401433691756273,0.7332738626226584,0.7413741340896898,0.006292999953423443,18,0.7490842490842491,0.7497733454215775,0.7475067996373527,0.7467327625056331,0.75011256190905,0.7486419437115724,0.0013093469136329808
Without funding scale,funding scale,1.1312652111053467,0.052096379476342124,0.05534639358520508,0.026749943786190517,1.0,0.01,3,1,300,0.7,"{'model__colsample_bytree': 1.0, 'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__min_child_weight': 1, 'model__n_estimators': 300, 'model__subsample': 0.7}",0.740530303030303,0.7318435754189944,0.7373447946513849,0.72552783109405,0.737037037037037,0.7344567082463539,0.005261957881338968,115,0.7488129154795822,0.7508166122258516,0.7504761904761905,0.7455111323916687,0.752164755441142,0.749556321202887,0.002287121627971832
Without funding scale,funding scale,0.7120181560516358,0.15835062108827264,0.03582539558410645,0.013011593305921072,1.0,0.01,3,1,300,1.0,"{'model__colsample_bytree': 1.0, 'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__min_child_weight': 1, 'model__n_estimators': 300, 'model__subsample': 1.0}",0.7376425855513308,0.7355679702048417,0.7440982058545798,0.7213114754098361,0.7363552266419982,0.7349950927325173,0.007473893531785588,97,0.7513628821995734,0.7491232172083236,0.7485269856233797,0.7439729990356798,0.7495327102803738,0.7485037588694661,0.0024554176838127275
Without funding scale,funding scale,1.0883028030395507,0.1365546173886762,0.04055790901184082,0.01761596915599992,1.0,0.01,3,1,500,0.7,"{'model__colsample_bytree': 1.0, 'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__min_child_weight': 1, 'model__n_estimators': 500, 'model__subsample': 0.7}",0.7372400756143668,0.7349624060150376,0.7365384615384616,0.7348484848484849,0.7384324834749764,0.7364043822982655,0.0013659917583814004,56,0.7559354226020892,0.7587667686514474,0.7521655437921078,0.7504789272030651,0.7500595663569216,0.7534812457211262,0.0033589466959552676
Without funding scale,funding scale,1.0681050777435304,0.10159954154616047,0.09777350425720215,0.06377200876376966,1.0,0.01,3,1,500,1.0,"{'model__colsample_bytree': 1.0, 'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__min_child_weight': 1, 'model__n_estimators': 500, 'model__subsample': 1.0}",0.7333333333333333,0.7380281690140845,0.7380497131931166,0.7334593572778828,0.7310606060606061,0.7347862357758046,0.0027897048161096287,103,0.7552513570922823,0.7542213883677298,0.7506561679790026,0.7527446300715991,0.7447318007662835,0.7515210688553795,0.0037295064703138986
Without funding scale,funding scale,0.33603224754333494,0.11220894988588356,0.037587976455688475,0.017192650140856004,1.0,0.01,3,3,100,0.7,"{'model__colsample_bytree': 1.0, 'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__min_child_weight': 3, 'model__n_estimators': 100, 'model__subsample': 0.7}",0.7477148080438757,0.7382671480144405,0.7470319634703196,0.738073807380738,0.737410071942446,0.7416995597703641,0.004646395973014416,14,0.7478340173278614,0.7484690405987753,0.7466484889797773,0.7463226974428604,0.7455862381167949,0.7469720964932139,0.001042189384825776
Without funding scale,funding scale,0.32520737648010256,0.07329975366938955,0.03611898422241211,0.015632498735745907,1.0,0.01,3,3,100,1.0,"{'model__colsample_bytree': 1.0, 'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__min_child_weight': 3, 'model__n_estimators': 100, 'model__subsample': 1.0}",0.7427007299270073,0.7382671480144405,0.7529200359389039,0.7390134529147983,0.7332738626226584,0.7412350458835617,0.006569802954468843,19,0.7479489516864175,0.7494899115846747,0.748211091234347,0.7464503042596349,0.75011256190905,0.7484425641348248,0.0012768838326013903
Without funding scale,funding scale,0.49094347953796386,0.06974089670004875,0.02926974296569824,0.008972048752839735,1.0,0.01,3,3,300,0.7,"{'model__colsample_bytree': 1.0, 'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__min_child_weight': 3, 'model__n_estimators': 300, 'model__subsample': 0.7}",0.7398297067171239,0.7337057728119181,0.7349282296650718,0.7291866028708134,0.7377201112140871,0.7350740846558029,0.003637949710655392,93,0.7482799525504152,0.7518691588785047,0.7478510028653295,0.7442193087008343,0.7518162643543473,0.7488071374698861,0.0028520557445152967
Without funding scale,funding scale,0.35772995948791503,0.03254077676664454,0.02543778419494629,0.009131897973433148,1.0,0.01,3,3,300,1.0,"{'model__colsample_bytree': 1.0, 'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__min_child_weight': 3, 'model__n_estimators': 300, 'model__subsample': 1.0}",0.7381404174573055,0.7357609710550888,0.7448015122873346,0.7232401157184185,0.7349953831948292,0.7353876799425954,0.006986477836696073,83,0.7502360717658169,0.7487131492746841,0.7478713339640491,0.742526518804243,0.7504664179104478,0.7479626983438482,0.0028830681719375795
Without funding scale,funding scale,0.820423936843872,0.11124095373901131,0.061602449417114256,0.021032588985208243,1.0,0.01,3,3,500,0.7,"{'model__colsample_bytree': 1.0, 'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__min_child_weight': 3, 'model__n_estimators': 500, 'model__subsample': 0.7}",0.7410207939508506,0.7368421052631579,0.7353224254090471,0.7338403041825095,0.7384324834749764,0.7370916224561083,0.002489967246538043,47,0.7543318300498457,0.7560056523787094,0.750599520383693,0.747672475531153,0.7501786139557037,0.7517576184598209,0.0030064995131163447
Without funding scale,funding scale,0.7787722587585449,0.10973354719721136,0.053232002258300784,0.019866926897934095,1.0,0.01,3,3,500,1.0,"{'model__colsample_bytree': 1.0, 'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__min_child_weight': 3, 'model__n_estimators': 500, 'model__subsample': 1.0}",0.7345385347288297,0.7380281690140845,0.739961759082218,0.7351555136663525,0.7286527514231499,0.7352673455829268,0.0038459379001103424,87,0.7543776620918126,0.7527640555163491,0.7504789272030651,0.7499404052443385,0.7435282837967402,0.7502178667704611,0.0037062820199081034
Without funding scale,funding scale,0.21931056976318358,0.04163516365039053,0.026907730102539062,0.00759210127134706,1.0,0.01,3,5,100,0.7,"{'model__colsample_bytree': 1.0, 'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__min_child_weight': 5, 'model__n_estimators': 100, 'model__subsample': 0.7}",0.744954128440367,0.7371273712737128,0.7458866544789763,0.738544474393531,0.737410071942446,0.7407845401058066,0.0038261430084065772,23,0.7464049303811915,0.7490925589836661,0.7461940468075438,0.7457091237579042,0.745417515274949,0.7465636350410509,0.0013115653998344787
Without funding scale,funding scale,0.16013717651367188,0.023329436707920544,0.017748641967773437,0.0027548752581436657,1.0,0.01,3,5,100,1.0,"{'model__colsample_bytree': 1.0, 'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__min_child_weight': 5, 'model__n_estimators': 100, 'model__subsample': 1.0}",0.7426470588235294,0.739404869251578,0.7529200359389039,0.7390134529147983,0.7344028520499108,0.7416776537957441,0.006205113354647842,15,0.7464530892448512,0.7497733454215775,0.7479348068765349,0.7464503042596349,0.7490451583913728,0.7479313408387942,0.0013425557389283493
Without funding scale,funding scale,0.6269448280334473,0.15676922306664146,0.0547365665435791,0.030930042499658972,1.0,0.01,3,5,300,0.7,"{'model__colsample_bytree': 1.0, 'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__min_child_weight': 5, 'model__n_estimators': 300, 'model__subsample': 0.7}",0.740530303030303,0.7348837209302326,0.7319884726224783,0.7248322147651006,0.738404452690167,0.7341278328076563,0.005492501182889744,125,0.7475751123728412,0.7506414742243993,0.7479752262982372,0.7431302270011948,0.7498241500586167,0.7478292379910577,0.002609787098133916
Without funding scale,funding scale,0.7919707775115967,0.11368534689227303,0.073478364944458,0.05266710319992234,1.0,0.01,3,5,300,1.0,"{'model__colsample_bytree': 1.0, 'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__min_child_weight': 5, 'model__n_estimators': 300, 'model__subsample': 1.0}",0.7369420702754036,0.7337057728119181,0.7440982058545798,0.7251687560270009,0.7363552266419982,0.7352540063221802,0.006105594352568157,88,0.7479867361440076,0.7497078756718859,0.7473510713444784,0.74093637454982,0.7513425169273873,0.7474649149275159,0.003548908772475764
Without funding scale,funding scale,1.0681453227996827,0.1406620037360362,0.03680100440979004,0.006601411240831419,1.0,0.01,3,5,500,0.7,"{'model__colsample_bytree': 1.0, 'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__min_child_weight': 5, 'model__n_estimators': 500, 'model__subsample': 0.7}",0.7391304347826086,0.7392120075046904,0.7323671497584541,0.7336492890995261,0.7403210576015109,0.7369359877493581,0.0032597923312473248,50,0.7510668563300142,0.7566548881036513,0.7498201007435836,0.7476145038167938,0.7500596801145858,0.7510432058217258,0.003023601946924434
Without funding scale,funding scale,0.6931354522705078,0.1562389933970097,0.0267031192779541,0.007016062665822177,1.0,0.01,3,5,500,1.0,"{'model__colsample_bytree': 1.0, 'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__min_child_weight': 5, 'model__n_estimators': 500, 'model__subsample': 1.0}",0.7338403041825095,0.7350746268656716,0.7368421052631579,0.7334593572778828,0.7329545454545454,0.7344341878087535,0.0013928792104598415,117,0.7523022432113341,0.7568075117370892,0.7480296154764748,0.7497621313035204,0.7432950191570882,0.7500393041771014,0.004483984401270356
Without funding scale,funding scale,0.3329176425933838,0.013609392879453818,0.031594038009643555,0.007169982653861803,1.0,0.01,5,1,100,0.7,"{'model__colsample_bytree': 1.0, 'model__learning_rate': 0.01, 'model__max_depth': 5, 'model__min_child_weight': 1, 'model__n_estimators': 100, 'model__subsample': 0.7}",0.7319778188539742,0.7317073170731707,0.7502287282708143,0.7450271247739603,0.7370336669699727,0.7391949311883785,0.007329137721226168,25,0.7580309683383406,0.7640036730945822,0.7586364676275452,0.7598094806078476,0.7622950819672131,0.7605551343271058,0.0022595810555493504
Without funding scale,funding scale,0.32569470405578616,0.08903538233916027,0.02394719123840332,0.007860708802618636,1.0,0.01,5,1,100,1.0,"{'model__colsample_bytree': 1.0, 'model__learning_rate': 0.01, 'model__max_depth': 5, 'model__min_child_weight': 1, 'model__n_estimators': 100, 'model__subsample': 1.0}",0.7306967984934086,0.7324955116696589,0.7420560747663552,0.7393278837420527,0.7416741674167416,0.7372500872176434,0.004744234860711428,46,0.7560346847902507,0.7647992742118395,0.760939659143252,0.7597816196542311,0.7591670439112721,0.7601444563421691,0.002838199592199116
Without funding scale,funding scale,0.9855772495269776,0.02661823580606541,0.04656772613525391,0.013672995939965779,1.0,0.01,5,1,300,0.7,"{'model__colsample_bytree': 1.0, 'model__learning_rate': 0.01, 'model__max_depth': 5, 'model__min_child_weight': 1, 'model__n_estimators': 300, 'model__subsample': 0.7}",0.74573055028463,0.7236842105263158,0.7368421052631579,0.7452830188679245,0.7362428842504743,0.7375565538385006,0.00801486809968421,41,0.7633949739212897,0.770144996434514,0.7624070966195157,0.7656138684398005,0.763445978105664,0.7650013827041569,0.002777122752603254
Without funding scale,funding scale,1.0035301208496095,0.12441187656493753,0.04070196151733398,0.010573953541717234,1.0,0.01,5,1,300,1.0,"{'model__colsample_bytree': 1.0, 'model__learning_rate': 0.01, 'model__max_depth': 5, 'model__min_child_weight': 1, 'model__n_estimators': 300, 'model__subsample': 1.0}",0.7309160305343512,0.7212178877259753,0.7333974975938402,0.7392120075046904,0.7361502347417841,0.7321787316201281,0.006139376354588091,176,0.7642314990512334,0.7700096432015429,0.7655800575263663,0.7655024946543122,0.7678193366266761,0.7666286062120262,0.002047581713719499
Without funding scale,funding scale,1.341466474533081,0.10418856450871648,0.05729236602783203,0.011132261715480053,1.0,0.01,5,1,500,0.7,"{'model__colsample_bytree': 1.0, 'model__learning_rate': 0.01, 'model__max_depth': 5, 'model__min_child_weight': 1, 'model__n_estimators': 500, 'model__subsample': 0.7}",0.7426400759734093,0.7241706161137441,0.7403846153846154,0.7429111531190926,0.731614135625597,0.7363441192432917,0.007343807426808621,57,0.7666666666666667,0.7746580273578114,0.7676278168160892,0.7718377088305489,0.7688995215311005,0.7699379482404434,0.0029327310663382756
Without funding scale,funding scale,1.2546029090881348,0.07842271255543774,0.03805246353149414,0.009623741885712392,1.0,0.01,5,1,500,1.0,"{'model__colsample_bytree': 1.0, 'model__learning_rate': 0.01, 'model__max_depth': 5, 'model__min_child_weight': 1, 'model__n_estimators': 500, 'model__subsample': 1.0}",0.7265774378585086,0.7174119885823026,0.7374517374517374,0.7368421052631579,0.738755980861244,0.7314078500033901,0.008237375203648959,207,0.7668172094128833,0.7746138996138996,0.7708583794181294,0.7690114068441065,0.7687123947051745,0.7700026579988386,0.00263781156614351
Without funding scale,funding scale,0.3084703922271729,0.031110281186807663,0.02236337661743164,0.009670104250830522,1.0,0.01,5,3,100,0.7,"{'model__colsample_bytree': 1.0, 'model__learning_rate': 0.01, 'model__max_depth': 5, 'model__min_child_weight': 3, 'model__n_estimators': 100, 'model__subsample': 0.7}",0.7359705611775529,0.7353206865401988,0.7527472527472527,0.7445652173913043,0.7393278837420527,0.7415863203196722,0.006470482108657776,16,0.7562600505398576,0.7597714285714285,0.7531399862982416,0.7593558630074847,0.7611225188227242,0.7579299694479473,0.0028757288951161814
Without funding scale,funding scale,0.3334983825683594,0.04706739999006241,0.04018735885620117,0.020362519387179822,1.0,0.01,5,3,100,1.0,"{'model__colsample_bytree': 1.0, 'model__learning_rate': 0.01, 'model__max_depth': 5, 'model__min_child_weight': 3, 'model__n_estimators': 100, 'model__subsample': 1.0}",0.7320261437908496,0.738073807380738,0.7415730337078652,0.7361740707162284,0.7412082957619477,0.7378110702715258,0.00351874075909426,37,0.7525724976613658,0.7612076852698993,0.7551020408163265,0.7587768969422424,0.7601359003397509,0.7575590042059169,0.003235380859344552
Without funding scale,funding scale,0.6215254306793213,0.04543114338014589,0.029628562927246093,0.007736546709775348,1.0,0.01,5,3,300,0.7,"{'model__colsample_bytree': 1.0, 'model__learning_rate': 0.01, 'model__max_depth': 5, 'model__min_child_weight': 3, 'model__n_estimators': 300, 'model__subsample': 0.7}",0.7410207939508506,0.7295004712535345,0.7408829174664108,0.7404580152671756,0.7380281690140845,0.7379780733904111,0.00437535431227252,35,0.7620175230878522,0.7655434266729948,0.7592636863495099,0.7576481835564054,0.7616347743916844,0.7612215188116893,0.002686452059512666
Without funding scale,funding scale,0.6188518047332764,0.045583505392234054,0.029805088043212892,0.0085657220169262,1.0,0.01,5,3,300,1.0,"{'model__colsample_bytree': 1.0, 'model__learning_rate': 0.01, 'model__max_depth': 5, 'model__min_child_weight': 3, 'model__n_estimators': 300, 'model__subsample': 1.0}",0.7343453510436433,0.7262357414448669,0.744721689059501,0.7384324834749764,0.7371375116931712,0.7361745553432317,0.006020050319054846,62,0.7595835305253195,0.7658653846153847,0.7612191024718022,0.7591623036649214,0.7658376349131863,0.7623335912381228,0.0029534342905412404
Without funding scale,funding scale,1.2294522762298583,0.08394492519564188,0.06343345642089844,0.027056106560282355,1.0,0.01,5,3,500,0.7,"{'model__colsample_bytree': 1.0, 'model__learning_rate': 0.01, 'model__max_depth': 5, 'model__min_child_weight': 3, 'model__n_estimators': 500, 'model__subsample': 0.7}",0.738755980861244,0.7262357414448669,0.7315175097276264,0.7393364928909952,0.7321258341277407,0.7335943118104946,0.004903744739946609,140,0.7631077216396568,0.7699305721809911,0.7618586640851888,0.7666905958363245,0.7636625119846596,0.7650500131453641,0.002911828726216591
