feature_set,removed_feature_group,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__colsample_bytree,param_model__learning_rate,param_model__max_depth,param_model__min_child_weight,param_model__n_estimators,param_model__subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
Without stage structure,stage structure,0.42757840156555177,0.06295373184642916,0.029424190521240234,0.009279985049655997,1.0,0.1,5,5,100,1.0,"{'model__colsample_bytree': 1.0, 'model__learning_rate': 0.1, 'model__max_depth': 5, 'model__min_child_weight': 5, 'model__n_estimators': 100, 'model__subsample': 1.0}",0.7579737335834896,0.7363552266419982,0.7504761904761905,0.7534626038781164,0.7507002801120448,0.7497936069383678,0.007242293172662158,198,0.8033164440350069,0.8049695264885138,0.7945984363894811,0.7983173638700631,0.8003770916804148,0.8003157724926959,0.0036700622649035526
Without stage structure,stage structure,0.8813840866088867,0.041308829813948254,0.05982317924499512,0.016347646322493345,1.0,0.1,5,5,300,0.7,"{'model__colsample_bytree': 1.0, 'model__learning_rate': 0.1, 'model__max_depth': 5, 'model__min_child_weight': 5, 'model__n_estimators': 300, 'model__subsample': 0.7}",0.7478912839737581,0.7238805970149254,0.7552182163187856,0.7402597402597403,0.7462406015037594,0.7426980878141938,0.01054813543846331,275,0.8320413436692506,0.8418065736580752,0.830153121319199,0.8336102539757893,0.834638196915777,0.8344498979076181,0.003978053773292618
Without stage structure,stage structure,0.794479513168335,0.06850843575713854,0.06231412887573242,0.021238099879050922,1.0,0.1,5,5,300,1.0,"{'model__colsample_bytree': 1.0, 'model__learning_rate': 0.1, 'model__max_depth': 5, 'model__min_child_weight': 5, 'model__n_estimators': 300, 'model__subsample': 1.0}",0.7453183520599251,0.7191844300278035,0.763430725730443,0.7340823970037453,0.7464920486435921,0.7417015906931018,0.01465100267240271,282,0.829985987856142,0.8358913813459268,0.8310328415040457,0.8292220113851992,0.8293144208037825,0.8310893285790192,0.0024866617554261143
Without stage structure,stage structure,1.228442621231079,0.05959814373695976,0.04308633804321289,0.006464576283296943,1.0,0.1,5,5,500,0.7,"{'model__colsample_bytree': 1.0, 'model__learning_rate': 0.1, 'model__max_depth': 5, 'model__min_child_weight': 5, 'model__n_estimators': 500, 'model__subsample': 0.7}",0.7344632768361582,0.7105263157894737,0.7561436672967864,0.7377201112140871,0.7488328664799253,0.7375372475232862,0.015574742581787347,305,0.856536101934875,0.8611374407582938,0.853536556322934,0.855096681785629,0.8577535027309428,0.8568120567065348,0.0025823567813270027
Without stage structure,stage structure,1.2261598587036133,0.2539719167025106,0.07935757637023926,0.06400255934642313,1.0,0.1,5,5,500,1.0,"{'model__colsample_bytree': 1.0, 'model__learning_rate': 0.1, 'model__max_depth': 5, 'model__min_child_weight': 5, 'model__n_estimators': 500, 'model__subsample': 1.0}",0.741635687732342,0.7208872458410351,0.7514231499051234,0.7373358348968105,0.7495291902071564,0.7401622217164935,0.010920007893114269,294,0.8531959728400843,0.8548387096774194,0.846263683960019,0.8442330558858502,0.8438617401668653,0.8484786325060476,0.004624943118008151
Without stage structure,stage structure,0.7421038627624512,0.05272964966724228,0.04149608612060547,0.01647147909940446,1.0,0.1,7,1,100,0.7,"{'model__colsample_bytree': 1.0, 'model__learning_rate': 0.1, 'model__max_depth': 7, 'model__min_child_weight': 1, 'model__n_estimators': 100, 'model__subsample': 0.7}",0.7659574468085106,0.7244239631336405,0.764378478664193,0.7420560747663552,0.7551789077212806,0.750398974218796,0.015521891317100734,188,0.8502549837737599,0.8586905322656618,0.8502965599051008,0.8501775147928994,0.8584995251661919,0.8535838231807228,0.004092256398655938
Without stage structure,stage structure,0.7481700420379639,0.12386769541544446,0.042196798324584964,0.016963284781135676,1.0,0.1,7,1,100,1.0,"{'model__colsample_bytree': 1.0, 'model__learning_rate': 0.1, 'model__max_depth': 7, 'model__min_child_weight': 1, 'model__n_estimators': 100, 'model__subsample': 1.0}",0.7734806629834254,0.7426470588235294,0.7542533081285444,0.7472118959107806,0.750465549348231,0.7536116950389022,0.010642053029937324,124,0.8429136606935071,0.8570084666039511,0.8451106352605282,0.8462802159117578,0.8410815939278937,0.8464789144795276,0.005561029415112891
Without stage structure,stage structure,1.983144426345825,0.10813574778438453,0.05297832489013672,0.013931228737277047,1.0,0.1,7,1,300,0.7,"{'model__colsample_bytree': 1.0, 'model__learning_rate': 0.1, 'model__max_depth': 7, 'model__min_child_weight': 1, 'model__n_estimators': 300, 'model__subsample': 0.7}",0.7317073170731707,0.7014925373134329,0.7437557816836263,0.7247191011235955,0.744916820702403,0.7293183115792456,0.01582964198860759,321,0.9145299145299145,0.9238481737884937,0.9189704480457579,0.9146545541477409,0.9151168335717692,0.9174239848167351,0.0036063856805992295
Without stage structure,stage structure,1.525349235534668,0.14961187132056483,0.05130186080932617,0.014296328635609597,1.0,0.1,7,1,300,1.0,"{'model__colsample_bytree': 1.0, 'model__learning_rate': 0.1, 'model__max_depth': 7, 'model__min_child_weight': 1, 'model__n_estimators': 300, 'model__subsample': 1.0}",0.7353760445682451,0.7160037002775208,0.7663896583564174,0.7354596622889306,0.7379375591296121,0.7382333249241452,0.0161423669709898,301,0.8913452492944497,0.9034564958283671,0.8899976241387503,0.8924321751546882,0.886563614744352,0.8927590318321215,0.005701752671640803
Without stage structure,stage structure,2.740780210494995,0.058922024496400494,0.049042558670043944,0.006991078860501733,1.0,0.1,7,1,500,0.7,"{'model__colsample_bytree': 1.0, 'model__learning_rate': 0.1, 'model__max_depth': 7, 'model__min_child_weight': 1, 'model__n_estimators': 500, 'model__subsample': 0.7}",0.7342007434944238,0.6968838526912181,0.7405355493998154,0.7176141658900279,0.7309833024118738,0.7240435227774719,0.015506778681333487,324,0.9419942473633749,0.9459524381455681,0.948073701842546,0.9436416184971098,0.9439006922893292,0.9447125396275856,0.0020990398172580794
Without stage structure,stage structure,2.053184652328491,0.062192746327078316,0.048806619644165036,0.010514703343763001,1.0,0.1,7,1,500,1.0,"{'model__colsample_bytree': 1.0, 'model__learning_rate': 0.1, 'model__max_depth': 7, 'model__min_child_weight': 1, 'model__n_estimators': 500, 'model__subsample': 1.0}",0.7371323529411765,0.7093779015784587,0.7574074074074074,0.7175141242937854,0.7380497131931166,0.7318962998827889,0.016911668108119948,318,0.9154863078375827,0.9271902602052996,0.9181818181818182,0.9183085055261894,0.9135920019043084,0.9185517787310398,0.0046651026314738775
Without stage structure,stage structure,0.48728318214416505,0.033999367785308286,0.029844045639038086,0.006179629911207169,1.0,0.1,7,3,100,0.7,"{'model__colsample_bytree': 1.0, 'model__learning_rate': 0.1, 'model__max_depth': 7, 'model__min_child_weight': 3, 'model__n_estimators': 100, 'model__subsample': 0.7}",0.752548656163114,0.7197039777983348,0.7644362969752521,0.7434944237918215,0.7453183520599251,0.7451003413576895,0.014676228091840385,255,0.8329084588644264,0.8384831460674157,0.8282165455823763,0.8304645130865362,0.831791221826809,0.8323727770855129,0.003431544910958945
Without stage structure,stage structure,0.43164691925048826,0.020899796348047447,0.018694734573364256,0.0045689901871236015,1.0,0.1,7,3,100,1.0,"{'model__colsample_bytree': 1.0, 'model__learning_rate': 0.1, 'model__max_depth': 7, 'model__min_child_weight': 3, 'model__n_estimators': 100, 'model__subsample': 1.0}",0.7599629286376274,0.7235621521335807,0.7570621468926554,0.7427502338634238,0.7478912839737581,0.7462457491002091,0.012919964851355464,239,0.8281467719461217,0.8362779740871613,0.8281917418130043,0.8281065786371139,0.8281583313581418,0.8297762795683086,0.00325096121833663
Without stage structure,stage structure,1.149507761001587,0.030007812691583917,0.04361910820007324,0.010703014081685303,1.0,0.1,7,3,300,0.7,"{'model__colsample_bytree': 1.0, 'model__learning_rate': 0.1, 'model__max_depth': 7, 'model__min_child_weight': 3, 'model__n_estimators': 300, 'model__subsample': 0.7}",0.7283018867924528,0.7094339622641509,0.7588785046728972,0.7330232558139534,0.7371375116931712,0.7333550242473251,0.015897274855437474,315,0.8840613931523023,0.884854276158624,0.8863473909935669,0.8804790419161677,0.8811055515844651,0.8833695307610252,0.002237468279232174
Without stage structure,stage structure,1.2033244132995606,0.1617379790465233,0.043048095703125,0.008283885914987242,1.0,0.1,7,3,300,1.0,"{'model__colsample_bytree': 1.0, 'model__learning_rate': 0.1, 'model__max_depth': 7, 'model__min_child_weight': 3, 'model__n_estimators': 300, 'model__subsample': 1.0}",0.7465181058495822,0.7182835820895522,0.761012183692596,0.7392120075046904,0.7403936269915652,0.7410839012255973,0.013787690446959355,286,0.8700538515570124,0.8752672843905915,0.8682392184893972,0.8658420551855376,0.866254164683484,0.8691313148612047,0.003417433373641552
Without stage structure,stage structure,2.227191352844238,0.11756477315150955,0.07314958572387695,0.019983081243058764,1.0,0.1,7,3,500,0.7,"{'model__colsample_bytree': 1.0, 'model__learning_rate': 0.1, 'model__max_depth': 7, 'model__min_child_weight': 3, 'model__n_estimators': 500, 'model__subsample': 0.7}",0.7349624060150376,0.7007575757575758,0.7436140018921475,0.7309833024118738,0.7386046511627907,0.7297843874478851,0.015098744040182693,320,0.9133556725706079,0.9110525053943899,0.913106096975516,0.9096167751265365,0.909437559580553,0.9113137219295206,0.0016643328042318638
Without stage structure,stage structure,1.7096153259277345,0.13719988539390834,0.05714731216430664,0.009567989233173734,1.0,0.1,7,3,500,1.0,"{'model__colsample_bytree': 1.0, 'model__learning_rate': 0.1, 'model__max_depth': 7, 'model__min_child_weight': 3, 'model__n_estimators': 500, 'model__subsample': 1.0}",0.7474560592044404,0.7170868347338936,0.7544684854186265,0.7320754716981132,0.7364485981308411,0.7375070898371828,0.012917280134187097,306,0.8909863142991977,0.8934034416826003,0.8933428775948461,0.8839884947267498,0.8836545324768023,0.8890751321560393,0.004378522876315632
Without stage structure,stage structure,0.42109994888305663,0.06311466442156817,0.023911428451538087,0.004778631281740648,1.0,0.1,7,5,100,0.7,"{'model__colsample_bytree': 1.0, 'model__learning_rate': 0.1, 'model__max_depth': 7, 'model__min_child_weight': 5, 'model__n_estimators': 100, 'model__subsample': 0.7}",0.7577174929840973,0.7312614259597806,0.7521047708138447,0.7411545623836127,0.7476459510357816,0.7459768406354234,0.009143064825173481,246,0.8177203507152746,0.8222066057624736,0.8199576370910803,0.8206214689265536,0.8201473033974815,0.8201306731785728,0.0014415442405956722
Without stage structure,stage structure,0.5266894340515137,0.05754461161620682,0.026138782501220703,0.012059497248202275,1.0,0.1,7,5,100,1.0,"{'model__colsample_bytree': 1.0, 'model__learning_rate': 0.1, 'model__max_depth': 7, 'model__min_child_weight': 5, 'model__n_estimators': 100, 'model__subsample': 1.0}",0.764378478664193,0.7298050139275766,0.7586854460093897,0.7490774907749077,0.7457943925233644,0.7495481643798863,0.01189565016234041,201,0.8202169397645973,0.8235846840498003,0.8164034880980439,0.8215709261430246,0.8185036582487609,0.8200559392608454,0.0024707538136402207
Without stage structure,stage structure,1.135656976699829,0.023442501288335037,0.03961825370788574,0.008081211527452354,1.0,0.1,7,5,300,0.7,"{'model__colsample_bytree': 1.0, 'model__learning_rate': 0.1, 'model__max_depth': 7, 'model__min_child_weight': 5, 'model__n_estimators': 300, 'model__subsample': 0.7}",0.7403936269915652,0.7153558052434457,0.7621722846441947,0.7421731123388582,0.7432306255835668,0.7406650909603261,0.014913410828657667,291,0.8630783758262511,0.8688018979833927,0.8647880653563818,0.8644915456060966,0.8659842894548917,0.8654288348454028,0.001923530036831216
Without stage structure,stage structure,0.9389254093170166,0.1195474010833592,0.05000982284545898,0.024492859531712943,1.0,0.1,7,5,300,1.0,"{'model__colsample_bytree': 1.0, 'model__learning_rate': 0.1, 'model__max_depth': 7, 'model__min_child_weight': 5, 'model__n_estimators': 300, 'model__subsample': 1.0}",0.7471910112359551,0.7141535615171137,0.7530747398297067,0.7403936269915652,0.7485822306238186,0.7406790340396319,0.013872289176727686,290,0.8506660434681,0.8561253561253561,0.855453039981074,0.8517545953688231,0.8481375358166189,0.8524273141519945,0.0029929034190678085
Without stage structure,stage structure,1.9854337692260742,0.08014165063419317,0.10606284141540527,0.07725498829187936,1.0,0.1,7,5,500,0.7,"{'model__colsample_bytree': 1.0, 'model__learning_rate': 0.1, 'model__max_depth': 7, 'model__min_child_weight': 5, 'model__n_estimators': 500, 'model__subsample': 0.7}",0.7313432835820896,0.7126654064272212,0.7509433962264151,0.7299813780260708,0.7364485981308411,0.7322764124785276,0.012301161623041752,316,0.8945610687022901,0.8911694510739857,0.8844583233245256,0.8872325078143785,0.8883029721955896,0.8891448646221539,0.0034572757393980746
Without stage structure,stage structure,1.2999837875366211,0.24584282539086239,0.04268660545349121,0.01602836399572086,1.0,0.1,7,5,500,1.0,"{'model__colsample_bytree': 1.0, 'model__learning_rate': 0.1, 'model__max_depth': 7, 'model__min_child_weight': 5, 'model__n_estimators': 500, 'model__subsample': 1.0}",0.7418452935694315,0.712430426716141,0.747148288973384,0.728989612842304,0.7410207939508506,0.7342868832104222,0.012439104815493237,312,0.8727699530516432,0.8770002388344877,0.8795986622073578,0.8698777857656362,0.8701888596700932,0.8738870999058437,0.003829182046420829
Without geography,geography,0.0808110237121582,0.006037243127572947,0.009666824340820312,0.0012932588774773356,0.7,0.01,3,1,100,0.7,"{'model__colsample_bytree': 0.7, 'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__min_child_weight': 1, 'model__n_estimators': 100, 'model__subsample': 0.7}",0.7618198037466548,0.7524752475247525,0.7760652765185857,0.7578757875787578,0.7542147293700089,0.760490168947752,0.00842385899448465,11,0.769811320754717,0.7677272727272727,0.7629097440502919,0.7652173913043478,0.7645603777827749,0.7660452213238809,0.0024386095408078026
Without geography,geography,0.09039301872253418,0.0069404847951446925,0.01814889907836914,0.009832690208228405,0.7,0.01,3,1,100,1.0,"{'model__colsample_bytree': 0.7, 'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__min_child_weight': 1, 'model__n_estimators': 100, 'model__subsample': 1.0}",0.7624113475177305,0.7473118279569892,0.7688073394495413,0.7629427792915532,0.7548845470692718,0.7592715682570172,0.007437046180414861,21,0.7672203765227021,0.7693357597816196,0.76395823876532,0.7665770609318996,0.7671480144404332,0.7668478900883949,0.0017228899896309068
Without geography,geography,0.35908203125,0.03369138438733044,0.02534332275390625,0.005284580852122107,0.7,0.01,3,1,300,0.7,"{'model__colsample_bytree': 0.7, 'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__min_child_weight': 1, 'model__n_estimators': 300, 'model__subsample': 0.7}",0.758494031221304,0.7456382001836547,0.7675070028011205,0.7615526802218114,0.7477148080438757,0.7561813444943531,0.008310360219619962,80,0.764638346727899,0.7707656612529002,0.7639664804469274,0.7679266895761742,0.7641443538998836,0.7662883063807568,0.002662359138412273
Without geography,geography,0.4253406524658203,0.0796926101102042,0.05020599365234375,0.04404033485770354,0.7,0.01,3,1,300,1.0,"{'model__colsample_bytree': 0.7, 'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__min_child_weight': 1, 'model__n_estimators': 300, 'model__subsample': 1.0}",0.7654545454545455,0.7452054794520548,0.771668219944082,0.7576036866359447,0.7479376718606783,0.757573920669461,0.010065684619655317,36,0.7687059358653627,0.7737902292197268,0.764337125609473,0.7698973774230331,0.7661158948103328,0.7685693125855856,0.0032548750518076068
Without geography,geography,0.6835654258728028,0.07216696241129185,0.028319597244262695,0.005649835076207935,0.7,0.01,3,1,500,0.7,"{'model__colsample_bytree': 0.7, 'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__min_child_weight': 1, 'model__n_estimators': 500, 'model__subsample': 0.7}",0.7573529411764706,0.7467889908256881,0.7652011225444341,0.7597042513863216,0.75,0.7558094611865829,0.006646408790465937,91,0.7703601743519156,0.7731718677224033,0.7690866510538642,0.771277816012847,0.7684063373718546,0.770460569302577,0.0016814654698960412
Without geography,geography,0.7218572616577148,0.10319950412449483,0.03415327072143555,0.009962000228228175,0.7,0.01,3,1,500,1.0,"{'model__colsample_bytree': 0.7, 'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__min_child_weight': 1, 'model__n_estimators': 500, 'model__subsample': 1.0}",0.7630375114364135,0.7463503649635036,0.7649253731343284,0.7555555555555555,0.743801652892562,0.7547340915964726,0.008523953211149796,126,0.7676767676767676,0.7758139534883721,0.7702008407286315,0.7731746395056077,0.7698042870456664,0.7713340976890091,0.00284455117454075
Without geography,geography,0.18698201179504395,0.05291268389039004,0.023106956481933595,0.003437907243582585,0.7,0.01,3,3,100,0.7,"{'model__colsample_bytree': 0.7, 'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__min_child_weight': 3, 'model__n_estimators': 100, 'model__subsample': 0.7}",0.7607142857142857,0.7517985611510791,0.7753623188405797,0.7567567567567568,0.7531083481349912,0.7595480541195385,0.008494314100653958,18,0.7701200533570476,0.7664316579486014,0.7638078132016165,0.7644959857270295,0.7652487058293945,0.7660208432127379,0.0022267097195196013
Without geography,geography,0.2461266040802002,0.049100834510574135,0.022878360748291016,0.009298144702394059,0.7,0.01,3,3,100,1.0,"{'model__colsample_bytree': 0.7, 'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__min_child_weight': 3, 'model__n_estimators': 100, 'model__subsample': 1.0}",0.7613941018766756,0.7495527728085868,0.7676767676767676,0.7622504537205081,0.7522281639928698,0.7586204520150815,0.006722663931077169,24,0.7670378619153675,0.768811093430325,0.7614929449248976,0.7668161434977578,0.7664779161947904,0.7661271919926277,0.0024538359424633735
Without geography,geography,0.4526470184326172,0.027865888394969795,0.02362995147705078,0.004299271537464484,0.7,0.01,3,3,300,0.7,"{'model__colsample_bytree': 0.7, 'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__min_child_weight': 3, 'model__n_estimators': 300, 'model__subsample': 0.7}",0.759447004608295,0.7433302667893285,0.7663551401869159,0.758109360518999,0.7461044912923923,0.7546692526791862,0.008638853638209931,132,0.7643955035558614,0.7710171853228054,0.7609254498714653,0.7660550458715596,0.762260625875759,0.7649307620994901,0.003514746558693073
Without geography,geography,0.46094970703125,0.04234346447838304,0.02308683395385742,0.0058479094952050064,0.7,0.01,3,3,300,1.0,"{'model__colsample_bytree': 0.7, 'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__min_child_weight': 3, 'model__n_estimators': 300, 'model__subsample': 1.0}",0.7675478577939836,0.7414903403863845,0.76937441643324,0.7587476979742173,0.7479376718606783,0.7570195968897007,0.010863805472843779,52,0.7671981776765376,0.7712296983758701,0.7607276119402985,0.7701070858965596,0.7645003494060097,0.766752584659055,0.0038175552077150962
Without geography,geography,0.6514699935913086,0.022152028848338626,0.03207364082336426,0.006421018663744741,0.7,0.01,3,3,500,0.7,"{'model__colsample_bytree': 0.7, 'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__min_child_weight': 3, 'model__n_estimators': 500, 'model__subsample': 0.7}",0.7569060773480663,0.7440147329650092,0.7682242990654206,0.7601476014760148,0.7534372135655362,0.7565459848840094,0.007952120026084065,69,0.7703601743519156,0.7719543442813883,0.7668926817862988,0.7707137938948818,0.7663551401869159,0.76925522690028,0.0022192649029012567
Without geography,geography,0.659769344329834,0.07777007772413236,0.029877376556396485,0.007135527302488058,0.7,0.01,3,3,500,1.0,"{'model__colsample_bytree': 0.7, 'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__min_child_weight': 3, 'model__n_estimators': 500, 'model__subsample': 1.0}",0.7658402203856749,0.7440147329650092,0.7712418300653595,0.7590027700831025,0.7451701931922723,0.7570539493382836,0.010895294805615165,51,0.7672176308539945,0.7724202189610995,0.7682613768961494,0.7707808564231738,0.766713417484806,0.7690787001238447,0.00218124928677687
Without geography,geography,0.18105659484863282,0.028592348041936014,0.018735837936401368,0.006293933248833757,0.7,0.01,3,5,100,0.7,"{'model__colsample_bytree': 0.7, 'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__min_child_weight': 5, 'model__n_estimators': 100, 'model__subsample': 0.7}",0.7597864768683275,0.7524752475247525,0.7739602169981917,0.7578757875787578,0.7542147293700089,0.7596624916680076,0.0076022000220999225,16,0.7722333111554669,0.7661895023858214,0.7630810689422861,0.7650468123049488,0.7644805048456164,0.7662062399268279,0.00317537384897871
Without geography,geography,0.1596231460571289,0.012292887290539282,0.019152259826660155,0.0053339769739690875,0.7,0.01,3,5,100,1.0,"{'model__colsample_bytree': 0.7, 'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__min_child_weight': 5, 'model__n_estimators': 100, 'model__subsample': 1.0}",0.7628318584070797,0.7488829311885612,0.7702205882352942,0.7636363636363637,0.7522281639928698,0.7595599810920337,0.007857805763598387,17,0.7698079894063121,0.7676905574516496,0.7608844312742192,0.7667115298340063,0.7663804789877994,0.7662949973907974,0.002957828016164946
Without geography,geography,0.46109914779663086,0.06411765327941138,0.04534368515014649,0.03624792077728172,0.7,0.01,3,5,300,0.7,"{'model__colsample_bytree': 0.7, 'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__min_child_weight': 5, 'model__n_estimators': 300, 'model__subsample': 0.7}",0.7577981651376147,0.7426470588235294,0.7670720299345183,0.758109360518999,0.7461044912923923,0.7543462211414107,0.00886363192614802,139,0.7643955035558614,0.7699464991858572,0.7595232530965179,0.7655568312284731,0.7615492300513299,0.7641942634236079,0.003572109849778703
Without geography,geography,0.4838261604309082,0.04721493444848716,0.03599581718444824,0.0215777812246409,0.7,0.01,3,5,300,1.0,"{'model__colsample_bytree': 0.7, 'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__min_child_weight': 5, 'model__n_estimators': 300, 'model__subsample': 1.0}",0.7657247037374658,0.743801652892562,0.7702325581395348,0.7557603686635944,0.7486238532110092,0.7568286273288332,0.009969624812498645,57,0.7666742544957887,0.770480389881643,0.7623923667675122,0.7675799086757991,0.76378868978357,0.7661831219208626,0.0028552361115824327
Without geography,geography,0.6551709175109863,0.06667029538784729,0.03196892738342285,0.009486333984713392,0.7,0.01,3,5,500,0.7,"{'model__colsample_bytree': 0.7, 'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__min_child_weight': 5, 'model__n_estimators': 500, 'model__subsample': 0.7}",0.7583025830258303,0.7435424354243543,0.7682242990654206,0.7578558225508318,0.7516040329972502,0.7559058346127375,0.008156599279316305,89,0.7689837118605185,0.7699836867862969,0.7647745853772483,0.7696190913262965,0.7668611435239207,0.7680444437748561,0.0019603354983111073
Without geography,geography,0.830713415145874,0.11543476390727479,0.05575838088989258,0.03474181975926472,0.7,0.01,3,5,500,1.0,"{'model__colsample_bytree': 0.7, 'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__min_child_weight': 5, 'model__n_estimators': 500, 'model__subsample': 1.0}",0.7655677655677655,0.7444852941176471,0.7682242990654206,0.756007393715342,0.7463235294117647,0.7561216563755879,0.00966565273016838,82,0.7701465201465202,0.7726001863932899,0.7670720299345183,0.77004364805881,0.7644174643941163,0.7688559697854509,0.002827650240837234
Without geography,geography,0.603201150894165,0.09554868131651507,0.037798166275024414,0.018206142226475524,0.7,0.01,5,1,100,0.7,"{'model__colsample_bytree': 0.7, 'model__learning_rate': 0.01, 'model__max_depth': 5, 'model__min_child_weight': 1, 'model__n_estimators': 100, 'model__subsample': 0.7}",0.7603160667251976,0.7448888888888889,0.778584392014519,0.7630161579892281,0.7611408199643493,0.7615892651164367,0.010692006966812832,6,0.78421864668283,0.7853285328532853,0.7784026996625422,0.7827050997782705,0.7835097995043929,0.7828329556962642,0.0023769593205435393
Without geography,geography,0.41016759872436526,0.05984191786832384,0.02819504737854004,0.010120463569405292,0.7,0.01,5,1,100,1.0,"{'model__colsample_bytree': 0.7, 'model__learning_rate': 0.01, 'model__max_depth': 5, 'model__min_child_weight': 1, 'model__n_estimators': 100, 'model__subsample': 1.0}",0.7579505300353356,0.7440212577502214,0.7727690892364305,0.7648114901256733,0.755834829443447,0.7590774393182216,0.00957928664239311,22,0.7855560478511299,0.785345021353113,0.7759762502854533,0.784121320249777,0.7823113745156143,0.7826620028510174,0.0035362669473081635
Without geography,geography,0.9628076076507568,0.03264874733768008,0.040926122665405275,0.014341477227455286,0.7,0.01,5,1,300,0.7,"{'model__colsample_bytree': 0.7, 'model__learning_rate': 0.01, 'model__max_depth': 5, 'model__min_child_weight': 1, 'model__n_estimators': 300, 'model__subsample': 0.7}",0.7584320875113947,0.7410795974382434,0.771668219944082,0.7573529411764706,0.7556766575840145,0.756841900730841,0.009720263313574336,56,0.7841973053208495,0.7913568773234201,0.7825274468582107,0.7828085497586762,0.7843866171003717,0.7850553592723056,0.0032351536776024843
Without geography,geography,0.9957311630249024,0.1494391615985894,0.04193410873413086,0.018938575999193814,0.7,0.01,5,1,300,1.0,"{'model__colsample_bytree': 0.7, 'model__learning_rate': 0.01, 'model__max_depth': 5, 'model__min_child_weight': 1, 'model__n_estimators': 300, 'model__subsample': 1.0}",0.763901549680948,0.7438468550592525,0.7654784240150094,0.7603305785123967,0.7511394712853237,0.756939375710586,0.008221197688045745,53,0.7870052619537863,0.795008088745089,0.7800614221592251,0.7875028715828164,0.78644382544104,0.7872042939763914,0.004746091135129208
Without geography,geography,1.916787052154541,0.09323918840569903,0.06070942878723144,0.02935758367123203,0.7,0.01,5,1,500,0.7,"{'model__colsample_bytree': 0.7, 'model__learning_rate': 0.01, 'model__max_depth': 5, 'model__min_child_weight': 1, 'model__n_estimators': 500, 'model__subsample': 0.7}",0.7612076852698993,0.7391705069124423,0.76937441643324,0.7562097516099356,0.7564102564102564,0.7564745233271547,0.009882441828861475,71,0.7932858128305358,0.8006528328281651,0.7912757973733584,0.7919369786839666,0.794494984837882,0.7943292813107815,0.0033511330601911607
Without geography,geography,1.825857925415039,0.156140477300503,0.0756032943725586,0.017109900325499815,0.7,0.01,5,1,500,1.0,"{'model__colsample_bytree': 0.7, 'model__learning_rate': 0.01, 'model__max_depth': 5, 'model__min_child_weight': 1, 'model__n_estimators': 500, 'model__subsample': 1.0}",0.7610294117647058,0.7440585009140768,0.7666354264292409,0.7564575645756457,0.7513711151736746,0.7559104037714688,0.007779492028472018,88,0.7894858196910307,0.8001860897883228,0.7858834675509238,0.7942605878268919,0.7926374650512582,0.7924906859816856,0.004797038528105634
Without geography,geography,0.42532777786254883,0.08471405983839791,0.061873435974121094,0.04421582506231374,0.7,0.01,5,3,100,0.7,"{'model__colsample_bytree': 0.7, 'model__learning_rate': 0.01, 'model__max_depth': 5, 'model__min_child_weight': 3, 'model__n_estimators': 100, 'model__subsample': 0.7}",0.7574692442882249,0.7471162377994676,0.7778785131459656,0.7581227436823105,0.7566607460035524,0.7594494969839042,0.010051832926431456,20,0.7825319805910895,0.7819041188386225,0.7769558394978704,0.7803686431268043,0.7812219227313567,0.7805965009571487,0.0019572140089896685
Without geography,geography,0.4523464202880859,0.07192442717681512,0.03657379150390625,0.009095124062891433,0.7,0.01,5,3,100,1.0,"{'model__colsample_bytree': 0.7, 'model__learning_rate': 0.01, 'model__max_depth': 5, 'model__min_child_weight': 3, 'model__n_estimators': 100, 'model__subsample': 1.0}",0.756140350877193,0.7390917186108638,0.7743119266055046,0.7634408602150538,0.7540394973070018,0.7574048707231233,0.01158082895749786,41,0.7836824696802646,0.7843489993253879,0.7728305315765561,0.7846358792184724,0.7784622404745608,0.7807920240550483,0.004573734262515008
