mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__C,param_model__penalty,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.03590750694274902,0.005858415397235542,0.008133220672607421,0.0009479101193725835,0.01,l2,"{'model__C': 0.01, 'model__penalty': 'l2'}",0.7370441458733206,0.7379182156133829,0.7490636704119851,0.746268656716418,0.7238454288407163,0.7388280234911646,0.008816117091668022,3,0.7423355956002808,0.7456674473067916,0.7417840375586855,0.7403914171186041,0.743879472693032,0.7428115940554788,0.0018130618228184782
0.04336152076721191,0.006788781795816579,0.010692024230957031,0.0029124067044438225,0.1,l2,"{'model__C': 0.1, 'model__penalty': 'l2'}",0.7452471482889734,0.7341532639545885,0.7495327102803738,0.7474178403755869,0.7339622641509433,0.7420626454100933,0.0066752607802619155,1,0.7536436295251528,0.7557126030624264,0.7505320406715535,0.7501185395922239,0.7550295857988165,0.7530072797300347,0.002292817708008711
0.05517210960388184,0.004485650924070782,0.009257221221923828,0.0022392720619288753,1.0,l2,"{'model__C': 1, 'model__penalty': 'l2'}",0.7431796801505174,0.7315689981096408,0.744661095636026,0.7431796801505174,0.7332704995287465,0.7391719907150895,0.005565725771823866,2,0.7639605818864383,0.7685814771395076,0.7626641651031895,0.7634991747229427,0.767776990314198,0.7652964778332553,0.002403670084271916
0.09494976997375489,0.008105934176034231,0.008013391494750976,0.0010616271113686178,10.0,l2,"{'model__C': 10, 'model__penalty': 'l2'}",0.7347703842549204,0.7247191011235955,0.7393715341959335,0.7368421052631579,0.7180952380952381,0.7307596725865692,0.008051364608750899,4,0.7682898141613738,0.774812734082397,0.7674309780065512,0.7697383926467122,0.7783529411764706,0.7717249720147009,0.00418687094142372
0.11355814933776856,0.019102338267414497,0.006061649322509766,0.00030683563755493933,100.0,l2,"{'model__C': 100, 'model__penalty': 'l2'}",0.7313432835820896,0.717900656044986,0.7245841035120147,0.7351555136663525,0.7174119885823026,0.725279109077549,0.007087083558133707,5,0.7683987773336468,0.775749063670412,0.7685098406747891,0.7693392899130026,0.7785613540197461,0.7721116651223193,0.004225491556129082
